datetime,close0,close1
2023-06-20,"25,916.3","22,186.7"
2023-06-21,"27,226.3","23,486.0"
2023-06-22,"27,265.4","23,464.7"
2023-06-23,"28,155.9","24,150.6"
2023-06-24,"28,022.6","24,039.2"
2023-06-25,"27,888.1","23,953.1"
2023-06-26,"27,724.3","23,815.2"
2023-06-27,"28,015.8","24,075.0"
2023-06-28,"27,573.9","23,786.3"
2023-06-29,"28,011.8","24,134.1"
2023-06-30,"27,901.6","24,000.0"
2023-07-01,"28,014.3","24,104.5"
2023-07-02,"28,047.8","24,119.0"
2023-07-03,"28,531.1","24,556.2"
2023-07-04,"28,271.7","24,205.3"
2023-07-05,"28,102.5","24,020.7"
2023-07-06,"27,475.8","23,470.1"
2023-07-07,"27,695.4","23,648.4"
2023-07-08,"27,626.9","23,618.3"
2023-07-09,"27,510.9","23,503.3"
2023-07-10,"27,641.9","23,656.7"
2023-07-11,"27,816.2","23,681.4"
2023-07-12,"27,299.3","23,400.2"
2023-07-13,"28,031.1","23,982.8"
2023-07-14,"27,036.7","23,171.6"
2023-07-15,"27,002.1","23,168.5"
2023-07-16,"26,950.0","23,123.9"
2023-07-17,"26,828.9","23,073.5"
2023-07-18,"26,594.9","22,923.8"
2023-07-19,"26,704.0","23,131.8"
2023-07-20,"26,756.4","23,149.3"
2023-07-21,"26,890.9","23,274.2"
2023-07-22,"26,785.8","23,179.1"
2023-07-23,"27,051.1","23,417.6"
2023-07-24,"26,384.5","22,767.8"
2023-07-25,"26,433.9","22,675.3"
2023-07-26,"26,489.2","22,719.3"
2023-07-27,"26,589.4","22,839.6"
2023-07-28,"26,564.5","22,827.2"
2023-07-29,"26,623.3","22,864.4"
2023-07-30,"26,489.9","22,785.5"
2023-07-31,"26,531.8","22,787.2"
2023-08-01,"26,880.0","23,200.4"
2023-08-02,"26,578.4","22,909.1"
2023-08-03,"26,636.9","22,932.6"
2023-08-04,"26,407.4","22,807.6"
2023-08-05,"26,402.0","22,801.3"
2023-08-06,"26,392.4","22,789.1"
2023-08-07,"26,459.1","22,831.7"
2023-08-08,"27,123.8","23,350.7"
2023-08-09,"26,907.1","23,250.0"
2023-08-10,"26,783.6","23,217.8"
2023-08-11,"26,845.4","23,166.5"
2023-08-12,"26,874.0","23,186.0"
2023-08-13,"26,740.1","23,077.4"
2023-08-14,"26,930.1","23,177.7"
2023-08-15,"26,715.7","22,966.1"
2023-08-16,"26,360.1","22,558.7"
2023-08-17,"24,501.9","20,940.1"
2023-08-18,"23,981.8","20,472.5"
2023-08-19,"24,057.4","20,523.2"
2023-08-20,"24,090.8","20,562.6"
2023-08-21,"23,966.8","20,469.6"
2023-08-22,"23,998.7","20,455.9"
2023-08-23,"24,337.6","20,790.5"
2023-08-24,"24,218.8","20,786.7"
2023-08-25,"24,129.4","20,712.4"
2023-08-26,"24,100.7","20,696.1"
2023-08-27,"24,162.3","20,736.0"
2023-08-28,"24,085.4","20,705.6"
2023-08-29,"25,482.2","21,939.3"
2023-08-30,"24,962.6","21,475.7"
2023-08-31,"23,897.9","20,472.4"
2023-09-01,"23,928.5","20,490.5"
2023-09-02,"24,002.5","20,559.7"
2023-09-03,"24,085.9","20,626.6"
2023-09-04,"23,901.1","20,440.4"
2023-09-05,"24,043.4","20,500.2"
2023-09-06,"24,011.4","20,605.7"
2023-09-07,"24,540.1","21,046.2"
2023-09-08,"24,202.3","20,791.9"
2023-09-09,"24,211.6","20,792.2"
2023-09-10,"24,113.8","20,697.5"
2023-09-11,"23,414.9","20,124.5"
2023-09-12,"24,030.4","20,683.1"
2023-09-13,"24,438.7","21,001.6"
2023-09-14,"24,934.9","21,401.7"
2023-09-15,"24,932.0","21,487.9"
2023-09-16,"24,883.2","21,465.9"
2023-09-17,"24,852.0","21,405.3"
2023-09-18,"25,004.3","21,603.8"
2023-09-19,"25,477.2","21,955.0"
2023-09-20,"25,460.7","22,007.6"
2023-09-21,"24,919.2","21,616.9"
2023-09-22,"24,965.6","21,730.6"
2023-09-23,"24,980.9","21,734.4"
2023-09-24,"24,653.8","21,443.2"
2023-09-25,"24,809.5","21,527.5"
2023-09-26,"24,788.9","21,582.7"
2023-09-27,"25,072.3","21,721.3"
2023-09-28,"25,574.4","22,141.3"
2023-09-29,"25,451.5","22,058.5"
2023-09-30,"25,506.9","22,114.2"
2023-10-01,"26,459.3","22,947.2"
2023-10-02,"26,240.1","22,756.3"
2023-10-03,"26,197.9","22,710.2"
2023-10-04,"26,448.5","22,899.6"
2023-10-05,"25,995.7","22,510.9"
2023-10-06,"26,405.9","22,849.4"
2023-10-07,"26,435.7","22,881.3"
2023-10-08,"26,437.2","22,860.1"
2023-10-09,"26,078.3","22,510.4"
2023-10-10,"25,832.5","22,289.2"
2023-10-11,"25,303.5","21,824.1"
2023-10-12,"25,388.5","21,961.2"
2023-10-13,"25,569.4","22,129.4"
2023-10-14,"25,570.7","22,129.6"
2023-10-15,"25,815.8","22,364.4"
2023-10-16,"27,010.0","23,109.4"
2023-10-17,"26,868.8","23,190.1"
2023-10-18,"26,889.6","23,231.9"
2023-10-19,"27,147.8","23,659.8"
2023-10-20,"28,010.8","24,037.0"
2023-10-21,"28,227.3","24,423.4"
2023-10-22,"28,313.7","24,593.4"
2023-10-23,"30,994.3","26,946.3"
2023-10-24,"32,009.0","27,876.9"
2023-10-25,"32,666.3","28,507.9"
2023-10-26,"32,337.5","28,133.6"
2023-10-27,"32,085.5","27,982.7"
2023-10-28,"32,290.1","28,153.5"
2023-10-29,"32,704.4","28,524.0"
2023-10-30,"32,502.9","28,363.8"
2023-10-31,"32,767.9","28,553.0"
2023-11-01,"33,481.8","29,102.5"
2023-11-02,"32,927.3","28,676.3"
2023-11-03,"32,392.7","28,064.6"
2023-11-04,"32,733.3","28,386.3"
2023-11-05,"32,681.6","28,345.8"
2023-11-06,"32,704.2","28,395.6"
2023-11-07,"33,131.8","28,847.2"
2023-11-08,"33,284.6","29,040.0"
2023-11-09,"34,427.4","30,059.8"
2023-11-10,"34,938.5","30,531.3"
2023-11-11,"34,809.6","30,450.4"
2023-11-12,"34,710.7","30,338.4"
2023-11-13,"34,100.0","29,725.0"
2023-11-14,"32,700.0","28,464.9"
2023-11-15,"34,917.7","30,508.2"
2023-11-16,"33,331.3","29,153.6"
2023-11-17,"33,589.8","29,413.9"
2023-11-18,"33,580.6","29,407.0"
2023-11-19,"34,293.3","30,032.0"
2023-11-20,"34,256.8","29,976.3"
2023-11-21,"32,792.4","28,568.2"
2023-11-22,"34,368.3","29,961.0"
2023-11-23,"34,220.2","29,778.6"
2023-11-24,"34,489.1","29,918.7"
2023-11-25,"34,570.4","29,997.1"
2023-11-26,"34,253.5","29,751.5"
2023-11-27,"33,996.2","29,496.6"
2023-11-28,"34,382.6","29,786.7"
2023-11-29,"34,520.4","29,832.4"
2023-11-30,"34,645.6","29,862.9"
2023-12-01,"35,564.4","30,466.4"
2023-12-02,"36,259.5","31,062.4"
2023-12-03,"36,722.0","31,456.3"
2023-12-04,"38,742.5","33,242.1"
2023-12-05,"40,825.9","34,999.9"
2023-12-06,"40,662.1","34,867.3"
2023-12-07,"40,130.2","34,420.1"
2023-12-08,"41,075.4","35,235.0"
2023-12-09,"40,659.2","34,907.9"
2023-12-10,"40,692.4","34,899.5"
2023-12-11,"38,322.8","32,873.4"
2023-12-12,"38,408.6","33,001.0"
2023-12-13,"39,427.4","33,995.4"
2023-12-14,"39,153.8","33,718.3"
2023-12-15,"38,501.5","33,089.8"
2023-12-16,"38,818.2","33,364.8"
2023-12-17,"37,964.3","32,644.6"
2023-12-18,"39,058.8","33,709.7"
2023-12-19,"38,500.7","33,208.3"
2023-12-20,"39,875.4","34,533.9"
2023-12-21,"39,870.4","34,600.5"
2023-12-22,"39,978.0","34,658.1"
2023-12-23,"39,799.0","34,470.3"
2023-12-24,"39,192.3","33,947.1"
2023-12-25,"39,574.1","34,339.4"
2023-12-26,"38,521.3","33,437.9"
2023-12-27,"39,149.5","33,943.1"
2023-12-28,"38,538.3","33,479.5"
2023-12-29,"38,224.4","33,061.8"
2023-12-30,"38,283.0","33,143.8"
2023-12-31,"38,397.0","33,302.2"
2024-01-01,"40,057.7","34,745.2"
2024-01-02,"41,118.0","35,632.4"
2024-01-03,"39,303.2","33,896.3"
2024-01-04,"40,381.9","34,877.5"
2024-01-05,"40,423.6","34,785.9"
2024-01-06,"40,253.1","34,667.0"
2024-01-07,"40,194.0","34,595.2"
2024-01-08,"42,884.0","36,904.9"
2024-01-09,"42,229.1","36,340.4"
2024-01-10,"42,564.5","36,648.5"
2024-01-11,"42,239.9","36,311.0"
2024-01-12,"39,180.1","33,661.2"
2024-01-13,"39,194.6","33,695.1"
2024-01-14,"38,150.1","32,851.6"
2024-01-15,"38,869.6","33,450.3"
2024-01-16,"39,685.0","34,157.4"
2024-01-17,"39,276.3","33,727.9"
2024-01-18,"37,974.6","32,498.2"
2024-01-19,"38,238.4","32,782.7"
2024-01-20,"38,277.8","32,851.6"
2024-01-21,"38,168.3","32,761.8"
2024-01-22,"36,315.0","31,107.5"
2024-01-23,"36,739.9","31,425.0"
2024-01-24,"36,828.3","31,527.5"
2024-01-25,"36,851.0","31,432.1"
2024-01-26,"38,571.8","32,938.8"
2024-01-27,"38,854.5","33,215.3"
2024-01-28,"38,775.5","33,109.1"
2024-01-29,"39,979.4","34,059.3"
2024-01-30,"39,628.5","33,836.7"
2024-01-31,"39,405.7","33,574.6"
2024-02-01,"39,617.4","33,783.7"
2024-02-02,"39,994.9","34,164.7"
2024-02-03,"39,833.4","34,028.7"
2024-02-04,"39,492.0","33,729.8"
2024-02-05,"39,726.7","34,041.6"
2024-02-06,"40,052.2","34,170.6"
2024-02-07,"41,124.9","35,110.3"
2024-02-08,"42,036.1","35,901.9"
2024-02-09,"43,660.1","36,750.4"
2024-02-10,"44,138.7","37,452.1"
2024-02-11,"44,568.9","37,833.2"
2024-02-12,"46,344.1","39,384.4"
2024-02-13,"46,436.8","39,499.2"
2024-02-14,"48,268.0","41,009.1"
2024-02-15,"48,213.3","41,196.2"
2024-02-16,"48,425.0","41,289.9"
2024-02-17,"47,944.2","41,030.1"
2024-02-18,"48,346.0","41,328.5"
2024-02-19,"48,053.5","41,141.4"
2024-02-20,"48,349.3","41,409.6"
2024-02-21,"47,930.3","41,022.8"
2024-02-22,"47,370.0","40,519.9"
2024-02-23,"46,873.7","40,026.9"
2024-02-24,"47,621.9","40,724.4"
2024-02-25,"47,786.2","40,829.1"
2024-02-26,"49,932.9","42,715.9"
2024-02-27,"52,622.0","44,808.9"
2024-02-28,"57,620.0","48,266.6"
2024-02-29,"56,565.9","48,428.9"
2024-03-01,"57,565.4","49,286.4"
2024-03-02,"57,223.2","49,000.8"
2024-03-03,"58,230.2","49,866.0"
2024-03-04,"62,930.5","53,882.9"
2024-03-05,"58,830.7","50,207.8"
2024-03-06,"60,633.8","51,886.8"
2024-03-07,"61,130.1","52,229.3"
2024-03-08,"62,413.8","53,113.6"
2024-03-09,"62,649.9","53,224.5"
2024-03-10,"63,074.3","53,439.7"
2024-03-11,"65,859.9","55,538.0"
2024-03-12,"65,428.9","55,613.6"
2024-03-13,"66,765.6","57,023.4"
2024-03-14,"65,666.4","56,046.2"
2024-03-15,"63,761.3","54,354.1"
2024-03-16,"59,885.2","51,217.9"
2024-03-17,"62,820.0","53,667.3"
2024-03-18,"62,162.9","52,989.1"
2024-03-19,"56,998.5","48,707.8"
2024-03-20,"62,092.8","53,087.4"
2024-03-21,"60,300.6","51,736.9"
2024-03-22,"59,060.5","50,672.7"
2024-03-23,"59,279.8","50,874.6"
2024-03-24,"62,214.8","53,347.3"
2024-03-25,"64,486.1","54,949.5"
2024-03-26,"64,605.0","55,049.3"
2024-03-27,"64,213.9","54,971.9"
2024-03-28,"65,583.1","56,025.3"
2024-03-29,"64,784.0","55,324.6"
2024-03-30,"64,602.4","55,037.0"
2024-03-31,"66,129.9","56,100.1"
2024-04-01,"64,902.9","55,510.0"
2024-04-02,"60,831.6","52,079.5"
2024-04-03,"60,960.1","52,170.0"
2024-04-04,"63,249.9","54,199.1"
2024-04-05,"62,617.2","53,527.3"
2024-04-06,"63,600.0","54,246.1"
2024-04-07,"64,047.5","54,675.8"
2024-04-08,"65,918.2","56,454.0"
2024-04-09,"63,699.1","54,542.8"
2024-04-10,"65,703.8","56,249.1"
2024-04-11,"65,293.8","55,779.5"
2024-04-12,"63,412.2","54,234.6"
2024-04-13,"61,100.5","51,987.6"
2024-04-14,"61,864.3","52,943.0"
2024-04-15,"59,743.0","51,002.4"
2024-04-16,"60,109.9","51,369.5"
2024-04-17,"57,500.1","49,240.1"
2024-04-18,"59,707.6","51,096.2"
2024-04-19,"59,974.4","51,635.9"
2024-04-20,"61,070.0","52,614.6"
2024-04-21,"60,985.4","52,470.2"
2024-04-22,"62,744.5","54,137.3"
2024-04-23,"62,069.6","53,339.3"
