datetime,close0,close1
2024-04-24,"60,078.4","51,588.9"
2024-04-25,"60,120.1","51,568.7"
2024-04-26,"59,643.9","51,032.3"
2024-04-27,"59,350.1","50,169.6"
2024-04-28,"58,940.9","50,465.7"
2024-04-29,"59,541.1","50,829.9"
2024-04-30,"56,833.5","48,524.3"
2024-05-01,"54,336.5","46,502.8"
2024-05-02,"55,122.6","47,177.9"
2024-05-03,"58,479.6","50,132.3"
2024-05-04,"59,385.2","50,925.8"
2024-05-05,"59,500.1","51,047.2"
2024-05-06,"58,656.3","50,284.1"
2024-05-07,"57,982.4","49,836.9"
2024-05-08,"56,937.6","48,980.6"
2024-05-09,"58,507.5","50,365.0"
2024-05-10,"56,503.6","48,548.8"
2024-05-11,"56,502.3","48,580.4"
2024-05-12,"57,067.1","49,063.2"
2024-05-13,"58,289.6","50,082.0"
2024-05-14,"56,905.2","48,871.3"
2024-05-15,"60,785.2","52,093.3"
2024-05-16,"60,000.1","51,460.9"
2024-05-17,"61,681.3","52,804.8"
2024-05-18,"61,574.7","52,712.7"
2024-05-19,"60,944.0","52,148.3"
2024-05-20,"65,418.1","56,014.2"
2024-05-21,"64,437.9","55,117.6"
2024-05-22,"63,808.6","54,300.2"
2024-05-23,"62,821.9","53,521.3"
2024-05-24,"63,261.8","53,809.2"
2024-05-25,"63,864.1","54,383.7"
2024-05-26,"63,131.6","53,801.5"
2024-05-27,"63,878.7","54,306.6"
2024-05-28,"62,946.3","53,545.4"
2024-05-29,"62,555.7","53,214.6"
2024-05-30,"63,124.6","53,691.8"
2024-05-31,"62,241.8","52,957.9"
2024-06-01,"62,406.9","53,124.9"
2024-06-02,"62,452.2","53,150.0"
2024-06-03,"63,067.0","53,709.5"
2024-06-04,"64,796.5","55,234.6"
2024-06-05,"65,347.2","55,556.6"
2024-06-06,"64,983.4","55,333.7"
2024-06-07,"64,270.8","54,522.5"
2024-06-08,"64,257.0","54,562.6"
2024-06-09,"64,651.3","54,735.6"
2024-06-10,"64,546.7","54,630.7"
2024-06-11,"62,739.3","52,860.5"
2024-06-12,"63,141.0","53,342.9"
2024-06-13,"62,196.7","52,350.4"
2024-06-14,"61,733.7","52,070.7"
2024-06-15,"61,827.5","52,189.9"
2024-06-16,"62,247.8","52,552.0"
2024-06-17,"61,899.4","52,287.9"
2024-06-18,"60,649.6","51,263.0"
2024-06-19,"60,448.9","51,066.6"
2024-06-20,"60,568.3","51,201.0"
2024-06-21,"59,965.5","50,706.0"
2024-06-22,"59,992.0","50,811.9"
2024-06-23,"59,088.0","49,990.3"
2024-06-24,"56,156.9","47,524.3"
2024-06-25,"57,728.1","48,730.1"
2024-06-26,"56,910.8","48,192.1"
2024-06-27,"57,535.2","48,729.0"
2024-06-28,"56,310.0","47,728.3"
2024-06-29,"56,875.0","48,186.2"
2024-06-30,"58,393.0","49,579.7"
2024-07-01,"58,543.7","49,682.9"
2024-07-02,"57,720.8","48,880.6"
2024-07-03,"55,750.1","47,196.7"
2024-07-04,"52,759.2","44,716.6"
2024-07-05,"52,257.4","44,225.9"
2024-07-06,"53,702.8","45,538.9"
2024-07-07,"51,590.4","43,626.2"
2024-07-08,"52,314.7","44,255.6"
2024-07-09,"53,623.4","45,381.4"
2024-07-10,"53,320.6","44,943.1"
2024-07-11,"52,735.3","44,378.7"
2024-07-12,"53,081.9","44,620.1"
2024-07-13,"54,290.7","45,645.7"
2024-07-14,"55,871.7","46,898.9"
2024-07-15,"59,441.1","49,981.8"
2024-07-16,"59,740.4","50,183.9"
2024-07-17,"58,604.0","49,280.2"
2024-07-18,"58,710.0","49,400.4"
2024-07-19,"61,333.1","51,667.6"
2024-07-20,"61,636.5","51,912.7"
2024-07-21,"62,505.6","52,667.2"
2024-07-22,"62,027.6","52,260.3"
2024-07-23,"60,671.4","51,060.2"
2024-07-24,"60,322.4","50,668.7"
2024-07-25,"60,642.9","51,169.4"
2024-07-26,"62,554.2","52,705.6"
2024-07-27,"62,429.0","52,557.4"
2024-07-28,"62,831.0","52,905.3"
2024-07-29,"61,765.8","51,945.0"
2024-07-30,"61,188.0","51,531.6"
2024-07-31,"59,728.2","50,267.0"
2024-08-01,"60,554.6","51,347.0"
2024-08-02,"56,325.5","47,999.6"
2024-08-03,"55,706.5","47,512.7"
2024-08-04,"53,328.7","45,452.7"
2024-08-05,"49,369.8","42,299.8"
2024-08-06,"51,378.9","44,204.9"
2024-08-07,"50,449.9","43,437.9"
2024-08-08,"56,538.6","48,444.6"
2024-08-09,"55,787.8","47,716.7"
2024-08-10,"55,868.5","47,796.5"
2024-08-11,"53,850.0","46,053.8"
2024-08-12,"54,297.3","46,500.9"
2024-08-13,"55,150.0","47,116.7"
2024-08-14,"53,320.6","45,779.0"
2024-08-15,"52,479.8","44,771.1"
2024-08-16,"53,465.7","45,512.3"
2024-08-17,"53,997.8","45,968.0"
2024-08-18,"53,073.1","45,179.8"
2024-08-19,"53,674.2","45,793.6"
2024-08-20,"53,035.3","45,276.5"
2024-08-21,"54,845.5","46,721.0"
2024-08-22,"54,329.7","46,107.2"
2024-08-23,"57,293.6","48,461.7"
2024-08-24,"57,247.4","48,545.3"
2024-08-25,"57,407.0","48,705.5"
2024-08-26,"56,301.1","47,652.6"
2024-08-27,"53,235.8","44,925.7"
2024-08-28,"53,073.0","44,767.8"
2024-08-29,"53,603.1","45,118.7"
2024-08-30,"53,545.8","45,038.4"
2024-08-31,"53,380.0","44,930.4"
2024-09-01,"51,920.0","43,661.7"
2024-09-02,"53,424.9","44,972.7"
2024-09-03,"52,035.1","43,807.1"
2024-09-04,"52,301.5","44,113.3"
2024-09-05,"50,550.1","42,615.0"
2024-09-06,"48,750.0","41,152.6"
2024-09-07,"48,912.3","41,327.8"
2024-09-08,"49,509.6","41,768.0"
2024-09-09,"51,720.1","43,657.0"
2024-09-10,"52,283.0","44,075.8"
2024-09-11,"52,083.4","43,958.5"
2024-09-12,"52,489.2","44,271.4"
2024-09-13,"54,654.7","46,144.9"
2024-09-14,"54,139.5","45,683.9"
2024-09-15,"53,345.2","45,041.8"
2024-09-16,"52,290.1","44,071.3"
2024-09-17,"54,227.7","45,801.4"
2024-09-18,"55,541.4","46,761.2"
2024-09-19,"56,388.3","47,402.7"
2024-09-20,"56,635.4","47,379.4"
2024-09-21,"56,760.8","47,551.9"
2024-09-22,"56,972.6","47,664.5"
2024-09-23,"56,994.6","47,460.2"
2024-09-24,"57,418.0","47,899.8"
2024-09-25,"56,734.7","47,423.4"
2024-09-26,"58,300.0","48,615.3"
2024-09-27,"58,942.3","49,200.3"
2024-09-28,"58,987.6","49,316.2"
2024-09-29,"58,746.8","49,056.2"
2024-09-30,"56,874.6","47,363.1"
2024-10-01,"55,000.0","45,833.4"
2024-10-02,"54,901.5","45,731.7"
2024-10-03,"55,044.6","46,291.0"
2024-10-04,"56,542.4","47,288.5"
2024-10-05,"56,484.4","47,289.8"
2024-10-06,"57,228.1","47,868.7"
2024-10-07,"56,702.0","47,547.0"
2024-10-08,"56,607.9","47,466.5"
2024-10-09,"55,380.5","46,378.0"
2024-10-10,"55,117.5","46,168.9"
2024-10-11,"57,100.0","47,789.0"
2024-10-12,"57,715.2","48,273.7"
2024-10-13,"57,508.4","48,153.2"
2024-10-14,"60,452.0","50,280.6"
2024-10-15,"61,519.9","51,028.9"
2024-10-16,"62,260.1","52,041.4"
2024-10-17,"62,184.0","51,819.6"
2024-10-18,"62,958.7","52,435.6"
2024-10-19,"62,843.7","52,345.6"
2024-10-20,"63,405.9","52,823.1"
2024-10-21,"62,232.2","51,874.4"
2024-10-22,"62,397.2","51,877.4"
2024-10-23,"61,809.6","51,608.9"
2024-10-24,"62,957.9","52,537.7"
2024-10-25,"61,785.3","51,417.8"
2024-10-26,"62,129.0","51,707.8"
2024-10-27,"62,915.9","52,387.1"
2024-10-28,"64,551.5","53,862.1"
2024-10-29,"67,124.2","54,959.7"
2024-10-30,"66,600.3","55,785.8"
2024-10-31,"64,531.9","54,464.6"
2024-11-01,"64,170.5","53,783.9"
2024-11-02,"64,040.0","53,705.2"
2024-11-03,"63,317.8","53,054.3"
2024-11-04,"62,364.0","52,335.8"
2024-11-05,"63,482.7","53,226.3"
2024-11-06,"70,390.0","58,430.0"
2024-11-07,"70,301.1","58,447.7"
2024-11-08,"71,456.5","59,250.5"
2024-11-09,"71,559.3","59,470.3"
2024-11-10,"74,864.8","62,246.7"
2024-11-11,"82,187.9","68,884.9"
2024-11-12,"82,441.2","68,155.6"
2024-11-13,"85,475.6","71,140.5"
2024-11-14,"82,884.8","68,945.7"
2024-11-15,"86,273.7","72,034.8"
2024-11-16,"85,643.2","71,576.2"
2024-11-17,"85,101.0","70,930.1"
2024-11-18,"85,430.9","71,420.4"
2024-11-19,"87,063.1","72,727.7"
2024-11-20,"89,111.6","74,535.9"
2024-11-21,"93,654.6","77,524.8"
2024-11-22,"94,812.3","78,649.5"
2024-11-23,"93,311.2","77,316.2"
2024-11-24,"93,396.0","77,405.2"
2024-11-25,"88,988.9","74,180.5"
2024-11-26,"87,581.6","73,117.0"
2024-11-27,"90,828.1","75,684.0"
2024-11-28,"90,557.5","75,287.0"
2024-11-29,"92,157.4","76,389.7"
2024-11-30,"91,134.5","75,464.3"
2024-12-01,"92,133.0","76,268.8"
2024-12-02,"91,261.7","75,657.3"
2024-12-03,"91,239.3","75,722.5"
2024-12-04,"93,735.0","77,647.0"
2024-12-05,"91,721.5","76,134.2"
2024-12-06,"94,414.3","78,290.7"
2024-12-07,"94,367.3","78,350.5"
2024-12-08,"95,594.4","79,306.9"
2024-12-09,"92,350.5","76,494.8"
2024-12-10,"91,882.6","75,665.7"
2024-12-11,"96,240.7","79,254.2"
2024-12-12,"95,485.1","78,851.9"
2024-12-13,"96,605.9","80,345.1"
2024-12-14,"96,513.6","80,331.8"
2024-12-15,"98,902.1","82,496.9"
2024-12-16,"100,539.8","83,542.8"
2024-12-17,"101,110.1","83,442.5"
2024-12-18,"96,795.1","79,683.4"
2024-12-19,"94,050.0","78,000.0"
2024-12-20,"93,844.0","77,817.3"
2024-12-21,"93,378.5","77,462.5"
2024-12-22,"91,182.5","75,724.0"
2024-12-23,"91,086.8","75,578.6"
2024-12-24,"94,853.3","78,704.5"
2024-12-25,"95,526.1","79,201.8"
2024-12-26,"91,791.6","76,407.6"
2024-12-27,"90,373.5","74,904.3"
2024-12-28,"91,224.8","75,687.3"
2024-12-29,"89,712.0","74,347.5"
2024-12-30,"89,089.9","73,841.0"
2024-12-31,"90,168.1","74,646.1"
2025-01-01,"91,186.0","75,355.8"
2025-01-02,"94,390.8","78,213.5"
2025-01-03,"95,225.5","78,977.4"
2025-01-04,"95,293.3","79,136.7"
2025-01-05,"95,431.7","79,170.9"
2025-01-06,"98,412.5","81,746.4"
2025-01-07,"93,801.2","77,710.5"
2025-01-08,"92,219.0","76,975.1"
2025-01-09,"89,931.7","75,270.6"
2025-01-10,"92,503.3","77,574.6"
2025-01-11,"92,251.3","77,483.3"
2025-01-12,"92,224.7","77,453.0"
2025-01-13,"92,100.9","77,303.7"
2025-01-14,"93,689.9","79,050.7"
2025-01-15,"97,500.0","82,053.4"
2025-01-16,"96,994.3","81,756.0"
2025-01-17,"101,164.1","85,402.0"
2025-01-18,"101,466.6","85,682.3"
2025-01-19,"98,550.1","83,050.0"
2025-01-20,"98,011.0","82,782.1"
2025-01-21,"102,000.0","85,999.7"
2025-01-22,"99,650.7","84,149.0"
2025-01-23,"99,803.9","84,175.9"
2025-01-24,"99,954.5","84,019.7"
2025-01-25,"99,857.8","83,866.7"
2025-01-26,"98,048.1","82,417.1"
2025-01-27,"97,753.9","81,954.5"
2025-01-28,"97,170.9","81,384.1"
2025-01-29,"99,490.3","83,230.3"
2025-01-30,"100,709.0","84,212.3"
2025-01-31,"98,888.8","82,594.4"
2025-02-01,"97,381.7","81,128.6"
2025-02-02,"95,400.4","79,483.7"
2025-02-03,"98,267.3","81,647.3"
2025-02-04,"94,346.5","78,484.5"
2025-02-05,"92,929.3","77,306.8"
2025-02-06,"93,047.5","77,706.9"
2025-02-07,"93,544.0","77,859.0"
2025-02-08,"93,537.6","77,815.3"
2025-02-09,"93,600.1","77,902.4"
2025-02-10,"94,611.0","78,849.2"
2025-02-11,"92,433.7","76,944.6"
2025-02-12,"94,173.0","78,613.4"
2025-02-13,"92,358.8","76,915.3"
2025-02-14,"92,951.9","77,488.8"
2025-02-15,"93,085.0","77,579.0"
2025-02-16,"91,751.1","76,450.7"
2025-02-17,"91,367.8","75,906.4"
2025-02-18,"91,449.4","75,589.8"
2025-02-19,"92,670.8","76,764.8"
2025-02-20,"93,673.1","77,577.8"
2025-02-21,"91,972.9","76,103.6"
2025-02-22,"92,342.2","76,449.5"
2025-02-23,"91,900.1","76,100.5"
2025-02-24,"87,547.0","72,498.3"
2025-02-25,"84,316.1","69,959.6"
2025-02-26,"80,166.6","66,275.9"
2025-02-27,"81,355.8","67,182.2"
2025-02-28,"81,334.0","67,096.9"
2025-03-01,"83,020.3","68,469.6"
2025-03-02,"90,595.9","74,832.7"
2025-03-03,"82,141.7","67,741.9"
2025-03-04,"82,148.1","68,209.1"
2025-03-05,"83,998.1","70,245.6"
2025-03-06,"83,398.7","69,827.5"
2025-03-07,"80,098.0","67,120.7"
2025-03-08,"79,578.8","66,746.7"
2025-03-09,"74,257.5","62,372.2"
2025-03-10,"72,461.6","60,985.4"
2025-03-11,"75,983.0","64,031.0"
2025-03-12,"76,986.0","64,517.8"
2025-03-13,"74,722.9","62,572.2"
2025-03-14,"77,249.0","64,908.4"
2025-03-15,"77,580.5","65,244.0"
2025-03-16,"75,929.9","63,893.0"
2025-03-17,"76,980.4","64,738.6"
2025-03-18,"75,619.1","63,610.3"
2025-03-19,"79,612.1","66,733.8"
2025-03-20,"77,547.7","64,900.6"
2025-03-21,"77,677.1","65,036.8"
2025-03-22,"77,487.5","64,806.3"
2025-03-23,"79,380.8","66,520.2"
2025-03-24,"81,006.9","67,694.8"
2025-03-25,"81,127.0","67,576.7"
2025-03-26,"80,893.8","67,480.0"
2025-03-27,"80,749.5","67,256.3"
2025-03-28,"77,929.5","65,201.6"
2025-03-29,"76,379.0","63,864.0"
2025-03-30,"76,092.2","63,678.4"
2025-03-31,"76,292.4","63,872.8"
2025-04-01,"78,905.3","65,905.1"
2025-04-02,"75,658.7","63,210.9"
2025-04-03,"75,260.1","63,509.8"
2025-04-04,"76,519.9","64,924.7"
2025-04-05,"76,155.3","64,557.1"
2025-04-06,"71,241.4","60,431.1"
2025-04-07,"72,514.2","62,195.9"
2025-04-08,"69,469.5","59,655.7"
2025-04-09,"75,446.9","64,399.7"
2025-04-10,"70,719.0","61,282.6"
2025-04-11,"73,409.9","63,705.9"
2025-04-12,"75,155.1","65,182.5"
2025-04-13,"73,808.7","63,990.7"
2025-04-14,"74,608.4","64,183.4"
