BTCGBP
Open timestamp|Open|High|Low|Close|Volume|Taker Buy Quote Asset Volume|Taker Buy Base Asset Volume|Quote Asset Volume|Number of trades
1592560800|7504.89|7504.89|7504.89|7504.89|0.001400|10.506846|0.001400|10.506846|1
1592560860|7504.89|7504.89|7504.89|7504.89|0.000000|0.000000|0.000000|0.000000|0
1592560920|7504.89|7504.89|7504.89|7504.89|0.000000|0.000000|0.000000|0.000000|0
1592560980|7504.89|7504.89|7504.89|7504.89|0.000000|0.000000|0.000000|0.000000|0
1592561040|7504.89|7504.89|7504.89|7504.89|0.000000|0.000000|0.000000|0.000000|0
1592561100|7504.89|7504.89|7504.89|7504.89|0.000000|0.000000|0.000000|0.000000|0
1592561160|7504.89|7504.89|7504.89|7504.89|0.000000|0.000000|0.000000|0.000000|0
1592561220|7504.89|7504.89|7504.89|7504.89|0.000000|0.000000|0.000000|0.000000|0
1592561280|7504.89|7504.89|7504.89|7504.89|0.000000|0.000000|0.000000|0.000000|0
1592561340|7504.89|7504.89|7504.89|7504.89|0.000000|0.000000|0.000000|0.000000|0
1592561400|7537.00|7537.00|7537.00|7537.00|0.920000|0.000000|0.000000|6934.040000|1
1592561460|7537.00|7537.00|7537.00|7537.00|0.000000|0.000000|0.000000|0.000000|0
1592561520|7537.00|7537.00|7537.00|7537.00|0.000000|0.000000|0.000000|0.000000|0
1592561580|7537.00|7537.00|7537.00|7537.00|0.000000|0.000000|0.000000|0.000000|0
1592561640|7537.00|7537.00|7537.00|7537.00|0.000000|0.000000|0.000000|0.000000|0
1592561700|7537.00|7537.00|7537.00|7537.00|0.000000|0.000000|0.000000|0.000000|0
1592561760|7537.00|7537.00|7537.00|7537.00|0.000000|0.000000|0.000000|0.000000|0
1592561820|7537.00|7537.00|7537.00|7537.00|0.000000|0.000000|0.000000|0.000000|0
1592561880|7537.00|7537.00|7537.00|7537.00|0.000000|0.000000|0.000000|0.000000|0
1592561940|7537.00|7537.00|7537.00|7537.00|0.000000|0.000000|0.000000|0.000000|0
1592562000|7537.00|7537.00|7537.00|7537.00|0.000000|0.000000|0.000000|0.000000|0
1592562060|7537.00|7537.00|7537.00|7537.00|0.000000|0.000000|0.000000|0.000000|0
1592562120|7537.00|7537.00|7537.00|7537.00|0.000000|0.000000|0.000000|0.000000|0
1592562180|7537.00|7537.00|7537.00|7537.00|0.000000|0.000000|0.000000|0.000000|0
1592562240|7537.00|7537.00|7537.00|7537.00|0.000000|0.000000|0.000000|0.000000|0
1592562300|7537.00|7537.00|7537.00|7537.00|0.000000|0.000000|0.000000|0.000000|0
1592562360|7537.00|7537.00|7537.00|7537.00|0.000000|0.000000|0.000000|0.000000|0
1592562420|7537.00|7537.00|7537.00|7537.00|0.000000|0.000000|0.000000|0.000000|0
1592562480|7537.00|7537.00|7537.00|7537.00|0.000000|0.000000|0.000000|0.000000|0
1592562540|7537.00|7537.00|7537.00|7537.00|0.000000|0.000000|0.000000|0.000000|0
1592562600|7537.00|7537.00|7537.00|7537.00|0.000000|0.000000|0.000000|0.000000|0
1592562660|7537.00|7537.00|7537.00|7537.00|0.000000|0.000000|0.000000|0.000000|0
1592562720|7537.00|7537.00|7537.00|7537.00|0.000000|0.000000|0.000000|0.000000|0
1592562780|7537.00|7537.00|7537.00|7537.00|0.000000|0.000000|0.000000|0.000000|0
1592562840|7537.00|7537.00|7537.00|7537.00|0.000000|0.000000|0.000000|0.000000|0
1592562900|7537.00|7537.00|7537.00|7537.00|0.000000|0.000000|0.000000|0.000000|0
1592562960|7570.44|7586.33|7570.44|7586.33|0.395650|2997.899764|0.395650|2997.899764|8
1592563020|7586.33|7586.33|7586.33|7586.33|0.000000|0.000000|0.000000|0.000000|0
1592563080|7586.33|7586.33|7586.33|7586.33|0.000000|0.000000|0.000000|0.000000|0
1592563140|7586.33|7586.33|7586.33|7586.33|0.000000|0.000000|0.000000|0.000000|0
1592563200|7586.33|7586.33|7586.33|7586.33|0.000000|0.000000|0.000000|0.000000|0
1592563260|7586.33|7586.33|7586.33|7586.33|0.000000|0.000000|0.000000|0.000000|0
1592563320|7586.33|7586.33|7586.33|7586.33|0.000000|0.000000|0.000000|0.000000|0
1592563380|7586.33|7586.33|7586.33|7586.33|0.000000|0.000000|0.000000|0.000000|0
1592563440|7586.33|7586.33|7586.33|7586.33|0.000000|0.000000|0.000000|0.000000|0
1592563500|7586.33|7586.33|7586.33|7586.33|0.000000|0.000000|0.000000|0.000000|0
1592563560|7586.33|7586.33|7586.33|7586.33|0.000000|0.000000|0.000000|0.000000|0
1592563620|7586.33|7586.33|7586.33|7586.33|0.000000|0.000000|0.000000|0.000000|0
1592563680|7586.33|7586.33|7586.33|7586.33|0.000000|0.000000|0.000000|0.000000|0
1592563740|7556.07|7556.07|7556.07|7556.07|0.013241|100.049923|0.013241|100.049923|1
1592563800|7556.07|7556.07|7556.07|7556.07|0.000000|0.000000|0.000000|0.000000|0
1592563860|7556.07|7556.07|7556.07|7556.07|0.000000|0.000000|0.000000|0.000000|0
1592563920|7556.07|7556.07|7556.07|7556.07|0.000000|0.000000|0.000000|0.000000|0
1592563980|7556.07|7556.07|7556.07|7556.07|0.000000|0.000000|0.000000|0.000000|0
1592564040|7556.07|7556.07|7556.07|7556.07|0.000000|0.000000|0.000000|0.000000|0
1592564100|7556.07|7556.07|7556.07|7556.07|0.000000|0.000000|0.000000|0.000000|0
1592564160|7556.07|7556.07|7556.07|7556.07|0.000000|0.000000|0.000000|0.000000|0
1592564220|7556.07|7556.07|7556.07|7556.07|0.000000|0.000000|0.000000|0.000000|0
1592564280|7556.07|7556.07|7556.07|7556.07|0.000000|0.000000|0.000000|0.000000|0
1592564340|7556.07|7556.07|7556.07|7556.07|0.000000|0.000000|0.000000|0.000000|0
1592564400|7556.07|7556.07|7556.07|7556.07|0.000000|0.000000|0.000000|0.000000|0
1592564460|7556.07|7556.07|7556.07|7556.07|0.000000|0.000000|0.000000|0.000000|0
1592564520|7556.07|7556.07|7556.07|7556.07|0.000000|0.000000|0.000000|0.000000|0
1592564580|7556.07|7556.07|7556.07|7556.07|0.000000|0.000000|0.000000|0.000000|0
1592564640|7556.07|7556.07|7556.07|7556.07|0.000000|0.000000|0.000000|0.000000|0
1592564700|7556.07|7556.07|7556.07|7556.07|0.000000|0.000000|0.000000|0.000000|0
1592564760|7556.07|7556.07|7556.07|7556.07|0.000000|0.000000|0.000000|0.000000|0
1592564820|7556.07|7556.07|7556.07|7556.07|0.000000|0.000000|0.000000|0.000000|0
1592564880|7556.07|7556.07|7556.07|7556.07|0.000000|0.000000|0.000000|0.000000|0
1592564940|7556.07|7556.07|7556.07|7556.07|0.000000|0.000000|0.000000|0.000000|0
1592565000|7556.07|7556.07|7556.07|7556.07|0.000000|0.000000|0.000000|0.000000|0
1592565060|7556.07|7556.07|7556.07|7556.07|0.000000|0.000000|0.000000|0.000000|0
1592565120|7556.07|7556.07|7556.07|7556.07|0.000000|0.000000|0.000000|0.000000|0
1592565180|7556.07|7556.07|7556.07|7556.07|0.000000|0.000000|0.000000|0.000000|0
1592565240|7556.07|7556.07|7556.07|7556.07|0.000000|0.000000|0.000000|0.000000|0
1592565300|7556.07|7556.07|7556.07|7556.07|0.000000|0.000000|0.000000|0.000000|0
1592565360|7556.07|7556.07|7556.07|7556.07|0.000000|0.000000|0.000000|0.000000|0
1592565420|7556.07|7556.07|7556.07|7556.07|0.000000|0.000000|0.000000|0.000000|0
1592565480|7556.07|7556.07|7556.07|7556.07|0.000000|0.000000|0.000000|0.000000|0
1592565540|7556.07|7556.07|7556.07|7556.07|0.000000|0.000000|0.000000|0.000000|0
1592565600|7556.07|7556.07|7556.07|7556.07|0.000000|0.000000|0.000000|0.000000|0
1592565660|7556.07|7556.07|7556.07|7556.07|0.000000|0.000000|0.000000|0.000000|0
1592565720|7556.07|7556.07|7556.07|7556.07|0.000000|0.000000|0.000000|0.000000|0
1592565780|7556.07|7556.07|7556.07|7556.07|0.000000|0.000000|0.000000|0.000000|0
1592565840|7556.07|7556.07|7556.07|7556.07|0.000000|0.000000|0.000000|0.000000|0
1592565900|7556.07|7556.07|7556.07|7556.07|0.000000|0.000000|0.000000|0.000000|0
1592565960|7556.07|7556.07|7556.07|7556.07|0.000000|0.000000|0.000000|0.000000|0
1592566020|7556.07|7556.07|7556.07|7556.07|0.000000|0.000000|0.000000|0.000000|0
1592566080|7556.07|7556.07|7556.07|7556.07|0.000000|0.000000|0.000000|0.000000|0
1592566140|7556.07|7556.07|7556.07|7556.07|0.000000|0.000000|0.000000|0.000000|0
1592566200|7588.56|7601.53|7588.56|7601.53|0.223583|1697.821857|0.223583|1697.821857|7
1592566260|7601.53|7601.53|7601.53|7601.53|0.000000|0.000000|0.000000|0.000000|0
1592566320|7601.53|7601.53|7601.53|7601.53|0.000000|0.000000|0.000000|0.000000|0
1592566380|7601.53|7601.53|7601.53|7601.53|0.000000|0.000000|0.000000|0.000000|0
1592566440|7601.53|7601.53|7601.53|7601.53|0.000000|0.000000|0.000000|0.000000|0
1592566500|7601.53|7601.53|7601.53|7601.53|0.000000|0.000000|0.000000|0.000000|0
1592566560|7601.53|7601.53|7601.53|7601.53|0.000000|0.000000|0.000000|0.000000|0
1592566620|7601.53|7601.53|7601.53|7601.53|0.000000|0.000000|0.000000|0.000000|0
1592566680|7601.53|7601.53|7601.53|7601.53|0.000000|0.000000|0.000000|0.000000|0
1592566740|7601.53|7601.53|7601.53|7601.53|0.000000|0.000000|0.000000|0.000000|0
1592566800|7601.53|7601.53|7601.53|7601.53|0.000000|0.000000|0.000000|0.000000|0
