BTCEUR
Open timestamp|Open|High|Low|Close|Volume|Taker Buy Quote Asset Volume|Taker Buy Base Asset Volume|Quote Asset Volume|Number of trades
1578038400|6244.33|6244.33|6244.33|6244.33|0.002000|12.488660|0.002000|12.488660|1
1578038460|6437.82|6437.82|6433.99|6433.99|0.064656|0.000000|0.000000|416.067862|2
1578038520|6433.99|6433.99|6433.99|6433.99|0.000000|0.000000|0.000000|0.000000|0
1578038580|6478.91|6478.91|6478.91|6478.91|0.064122|415.440667|0.064122|415.440667|1
1578038640|6478.91|6478.91|6478.91|6478.91|0.000000|0.000000|0.000000|0.000000|0
1578038700|6478.91|6478.91|6478.91|6478.91|0.000000|0.000000|0.000000|0.000000|0
1578038760|6478.91|6478.91|6478.91|6478.91|0.000000|0.000000|0.000000|0.000000|0
1578038820|6478.91|6478.91|6478.91|6478.91|0.000000|0.000000|0.000000|0.000000|0
1578038880|6478.91|6478.91|6478.91|6478.91|0.000000|0.000000|0.000000|0.000000|0
1578038940|6478.91|6478.91|6478.91|6478.91|0.000000|0.000000|0.000000|0.000000|0
1578039000|6478.91|6478.91|6478.91|6478.91|0.000000|0.000000|0.000000|0.000000|0
1578039060|6478.91|6478.91|6478.91|6478.91|0.000000|0.000000|0.000000|0.000000|0
1578039120|6478.91|6478.91|6478.91|6478.91|0.000000|0.000000|0.000000|0.000000|0
1578039180|6478.91|6478.91|6478.91|6478.91|0.000000|0.000000|0.000000|0.000000|0
1578039240|6478.91|6478.91|6478.91|6478.91|0.000000|0.000000|0.000000|0.000000|0
1578039300|6478.91|6478.91|6478.91|6478.91|0.000000|0.000000|0.000000|0.000000|0
1578039360|6478.91|6478.91|6478.91|6478.91|0.000000|0.000000|0.000000|0.000000|0
1578039420|6478.91|6478.91|6478.91|6478.91|0.000000|0.000000|0.000000|0.000000|0
1578039480|6478.91|6478.91|6478.91|6478.91|0.000000|0.000000|0.000000|0.000000|0
1578039540|6478.91|6478.91|6478.91|6478.91|0.000000|0.000000|0.000000|0.000000|0
1578039600|6478.91|6478.91|6478.91|6478.91|0.000000|0.000000|0.000000|0.000000|0
1578039660|6478.91|6478.91|6478.91|6478.91|0.000000|0.000000|0.000000|0.000000|0
1578039720|6478.91|6478.91|6478.91|6478.91|0.000000|0.000000|0.000000|0.000000|0
1578039780|6478.91|6478.91|6478.91|6478.91|0.000000|0.000000|0.000000|0.000000|0
1578039840|6478.91|6478.91|6478.91|6478.91|0.000000|0.000000|0.000000|0.000000|0
1578039900|6478.91|6478.91|6478.91|6478.91|0.000000|0.000000|0.000000|0.000000|0
1578039960|6478.91|6478.91|6478.91|6478.91|0.000000|0.000000|0.000000|0.000000|0
1578040020|6478.91|6478.91|6478.91|6478.91|0.000000|0.000000|0.000000|0.000000|0
1578040080|6478.91|6478.91|6478.91|6478.91|0.000000|0.000000|0.000000|0.000000|0
1578040140|6478.91|6478.91|6478.91|6478.91|0.000000|0.000000|0.000000|0.000000|0
1578040200|6478.91|6478.91|6478.91|6478.91|0.000000|0.000000|0.000000|0.000000|0
1578040260|6478.91|6478.91|6478.91|6478.91|0.000000|0.000000|0.000000|0.000000|0
1578040320|6478.91|6478.91|6478.91|6478.91|0.000000|0.000000|0.000000|0.000000|0
1578040380|6478.91|6478.91|6478.91|6478.91|0.000000|0.000000|0.000000|0.000000|0
1578040440|6478.91|6478.91|6478.91|6478.91|0.000000|0.000000|0.000000|0.000000|0
1578040500|6478.91|6478.91|6478.91|6478.91|0.000000|0.000000|0.000000|0.000000|0
1578040560|6478.91|6478.91|6478.91|6478.91|0.000000|0.000000|0.000000|0.000000|0
1578040620|6478.91|6478.91|6478.91|6478.91|0.000000|0.000000|0.000000|0.000000|0
1578040680|6450.00|6462.41|6450.00|6452.86|0.131446|47.149500|0.007310|848.598785|5
1578040740|6452.86|6452.86|6452.86|6452.86|0.000000|0.000000|0.000000|0.000000|0
1578040800|6452.86|6452.86|6452.86|6452.86|0.000000|0.000000|0.000000|0.000000|0
1578040860|6452.86|6452.86|6452.86|6452.86|0.000000|0.000000|0.000000|0.000000|0
1578040920|6478.91|6478.91|6478.91|6478.91|0.046572|301.735797|0.046572|301.735797|3
1578040980|6478.91|6478.91|6478.91|6478.91|0.000000|0.000000|0.000000|0.000000|0
1578041040|6478.91|6478.91|6478.91|6478.91|0.000000|0.000000|0.000000|0.000000|0
1578041100|6478.91|6478.91|6478.91|6478.91|0.000000|0.000000|0.000000|0.000000|0
1578041160|6478.91|6478.91|6478.91|6478.91|0.000000|0.000000|0.000000|0.000000|0
1578041220|6478.91|6478.91|6478.91|6478.91|0.000000|0.000000|0.000000|0.000000|0
1578041280|6478.91|6478.91|6478.91|6478.91|0.000000|0.000000|0.000000|0.000000|0
1578041340|6478.91|6478.91|6478.91|6478.91|0.000000|0.000000|0.000000|0.000000|0
1578041400|6478.91|6478.91|6478.91|6478.91|0.000000|0.000000|0.000000|0.000000|0
1578041460|6506.73|6506.73|6506.73|6506.73|0.001659|0.000000|0.000000|10.794665|1
1578041520|6506.73|6506.73|6506.73|6506.73|0.000000|0.000000|0.000000|0.000000|0
1578041580|6506.73|6506.73|6506.73|6506.73|0.000000|0.000000|0.000000|0.000000|0
1578041640|6506.73|6506.73|6506.73|6506.73|0.000000|0.000000|0.000000|0.000000|0
1578041700|6506.73|6506.73|6506.73|6506.73|0.000000|0.000000|0.000000|0.000000|0
1578041760|6506.73|6506.73|6506.73|6506.73|0.000000|0.000000|0.000000|0.000000|0
1578041820|6506.73|6506.73|6506.73|6506.73|0.000000|0.000000|0.000000|0.000000|0
1578041880|6506.73|6506.73|6506.73|6506.73|0.000000|0.000000|0.000000|0.000000|0
1578041940|6506.73|6506.73|6506.73|6506.73|0.000000|0.000000|0.000000|0.000000|0
1578042000|6506.73|6506.73|6506.73|6506.73|0.000000|0.000000|0.000000|0.000000|0
1578042060|6506.73|6506.73|6506.73|6506.73|0.000000|0.000000|0.000000|0.000000|0
1578042120|6506.73|6506.73|6506.73|6506.73|0.000000|0.000000|0.000000|0.000000|0
1578042180|6506.73|6506.73|6506.73|6506.73|0.000000|0.000000|0.000000|0.000000|0
1578042240|6506.73|6506.73|6506.73|6506.73|0.000000|0.000000|0.000000|0.000000|0
1578042300|6506.73|6506.73|6506.73|6506.73|0.000000|0.000000|0.000000|0.000000|0
1578042360|6506.73|6506.73|6506.73|6506.73|0.000000|0.000000|0.000000|0.000000|0
1578042420|6506.73|6506.73|6506.73|6506.73|0.000000|0.000000|0.000000|0.000000|0
1578042480|6506.73|6506.73|6506.73|6506.73|0.000000|0.000000|0.000000|0.000000|0
1578042540|6506.73|6506.73|6506.73|6506.73|0.000000|0.000000|0.000000|0.000000|0
1578042600|6506.73|6506.73|6506.73|6506.73|0.000000|0.000000|0.000000|0.000000|0
1578042660|6506.73|6506.73|6506.73|6506.73|0.000000|0.000000|0.000000|0.000000|0
1578042720|6506.73|6506.73|6506.73|6506.73|0.000000|0.000000|0.000000|0.000000|0
1578042780|6548.22|6551.62|6548.22|6551.62|0.050000|327.482250|0.050000|327.482250|2
1578042840|6551.62|6551.62|6551.62|6551.62|0.000000|0.000000|0.000000|0.000000|0
1578042900|6551.62|6551.62|6551.62|6551.62|0.000000|0.000000|0.000000|0.000000|0
1578042960|6551.62|6551.62|6551.62|6551.62|0.000000|0.000000|0.000000|0.000000|0
1578043020|6551.62|6551.62|6551.62|6551.62|0.000000|0.000000|0.000000|0.000000|0
1578043080|6551.62|6551.62|6551.62|6551.62|0.000000|0.000000|0.000000|0.000000|0
1578043140|6551.62|6551.62|6551.62|6551.62|0.000000|0.000000|0.000000|0.000000|0
1578043200|6551.62|6551.62|6551.62|6551.62|0.000000|0.000000|0.000000|0.000000|0
1578043260|6551.62|6551.62|6551.62|6551.62|0.000000|0.000000|0.000000|0.000000|0
1578043320|6551.62|6551.62|6551.62|6551.62|0.000000|0.000000|0.000000|0.000000|0
1578043380|6551.62|6551.62|6551.62|6551.62|0.000000|0.000000|0.000000|0.000000|0
1578043440|6551.62|6551.62|6551.62|6551.62|0.000000|0.000000|0.000000|0.000000|0
1578043500|6551.62|6551.62|6551.62|6551.62|0.000000|0.000000|0.000000|0.000000|0
1578043560|6551.62|6551.62|6551.62|6551.62|0.000000|0.000000|0.000000|0.000000|0
1578043620|6551.62|6551.62|6551.62|6551.62|0.000000|0.000000|0.000000|0.000000|0
1578043680|6551.62|6551.62|6551.62|6551.62|0.000000|0.000000|0.000000|0.000000|0
1578043740|6551.62|6551.62|6551.62|6551.62|0.000000|0.000000|0.000000|0.000000|0
1578043800|6551.62|6551.62|6551.62|6551.62|0.000000|0.000000|0.000000|0.000000|0
1578043860|6551.62|6551.62|6551.62|6551.62|0.000000|0.000000|0.000000|0.000000|0
1578043920|6551.62|6551.62|6551.62|6551.62|0.000000|0.000000|0.000000|0.000000|0
1578043980|6551.62|6551.62|6551.62|6551.62|0.000000|0.000000|0.000000|0.000000|0
1578044040|6551.62|6551.62|6551.62|6551.62|0.000000|0.000000|0.000000|0.000000|0
1578044100|6551.62|6551.62|6551.62|6551.62|0.000000|0.000000|0.000000|0.000000|0
1578044160|6551.62|6551.62|6551.62|6551.62|0.000000|0.000000|0.000000|0.000000|0
1578044220|6551.62|6551.62|6551.62|6551.62|0.000000|0.000000|0.000000|0.000000|0
1578044280|6551.62|6551.62|6551.62|6551.62|0.000000|0.000000|0.000000|0.000000|0
1578044340|6551.62|6551.62|6551.62|6551.62|0.000000|0.000000|0.000000|0.000000|0
